,Category,Reaction Popularity,Month
17354,cooking,15,3
17355,cooking,50,12
17356,cooking,30,1
17357,cooking,50,5
17358,cooking,50,5
17359,cooking,5,3
17360,cooking,65,12
17361,cooking,70,10
17362,cooking,0,4
17363,cooking,65,1
17364,cooking,10,9
17365,cooking,65,11
17366,cooking,20,5
17367,cooking,65,6
17368,cooking,60,8
17369,education,10,8
17370,veganism,60,4
17371,veganism,5,7
17372,veganism,70,8
17373,veganism,10,6
17374,veganism,5,5
17375,veganism,20,7
17376,veganism,45,8
17377,veganism,20,7
17378,veganism,70,4
17379,veganism,50,2
17380,veganism,35,8
17381,veganism,15,8
17382,veganism,70,7
17383,veganism,5,7
17384,veganism,70,4
17385,veganism,70,12
17386,veganism,10,4
17387,veganism,12,11
17388,veganism,20,2
17389,veganism,65,8
17390,veganism,75,4
17391,veganism,10,1
17392,veganism,70,2
17393,veganism,70,10
17394,veganism,70,5
17395,veganism,70,3
17396,veganism,60,3
17397,veganism,30,10
17398,veganism,60,4
17399,veganism,70,7
17400,veganism,5,2
17401,veganism,65,9
17402,veganism,70,4
17403,veganism,20,1
17404,veganism,50,11
17405,veganism,35,7
17406,veganism,0,10
17407,veganism,20,4
17408,veganism,35,11
17409,veganism,70,7
17410,veganism,45,1
17411,veganism,0,9
17412,veganism,75,9
17413,veganism,45,3
17414,veganism,10,7
17415,veganism,50,11
17416,technology,60,8
17417,technology,75,5
17418,technology,30,6
17419,technology,0,4
17420,technology,70,2
17421,technology,60,3
17422,technology,70,2
17423,technology,75,1
17424,technology,75,10
17425,technology,70,8
17426,technology,15,4
17427,technology,50,11
17428,technology,35,5
17429,technology,65,11
17430,technology,75,3
17431,technology,30,7
17432,technology,35,4
17433,technology,20,9
17434,technology,65,10
17435,technology,70,7
17436,technology,35,12
17437,technology,65,6
17438,technology,70,3
17439,technology,75,7
17440,technology,72,9
17441,technology,50,5
17442,technology,70,3
17443,technology,15,2
17444,technology,5,9
17445,technology,50,2
17446,technology,60,10
17447,technology,75,7
17448,technology,15,6
17449,technology,72,8
17450,technology,70,10
17451,technology,65,4
17452,technology,35,1
17453,technology,70,12
17454,technology,45,11
17455,technology,72,6
17456,technology,35,7
17457,technology,0,2
17458,technology,72,3
17459,technology,35,2
17460,veganism,5,12
17461,veganism,75,9
17462,veganism,0,9
17463,veganism,70,5
17464,veganism,50,9
17465,veganism,35,7
17466,veganism,50,7
17467,veganism,35,9
17468,veganism,35,6
17469,veganism,70,12
17470,veganism,75,4
17471,veganism,70,10
17472,veganism,0,1
17473,veganism,10,2
17474,veganism,15,6
17475,veganism,75,3
17476,veganism,60,4
17477,veganism,5,8
17478,veganism,0,10
17479,veganism,10,1
17480,veganism,75,4
17481,veganism,70,8
17482,veganism,20,11
17483,veganism,12,7
17484,veganism,70,12
17485,veganism,20,12
17486,veganism,75,7
17487,veganism,30,11
17488,veganism,0,9
17489,veganism,35,4
17490,veganism,5,2
17491,veganism,5,4
17492,veganism,5,1
17493,veganism,50,4
17494,veganism,50,12
17495,veganism,60,11
17496,veganism,12,8
17497,veganism,30,2
17498,veganism,70,12
17499,veganism,50,5
17500,veganism,65,12
17501,veganism,30,6
17502,animals,5,3
17503,animals,72,12
17504,animals,72,9
17505,animals,45,10
17506,animals,0,7
17507,animals,0,11
17508,animals,20,12
17509,animals,12,8
17510,animals,45,5
17511,animals,12,9
17512,animals,70,2
17513,animals,30,11
17514,animals,70,9
17515,animals,75,10
17516,animals,72,12
17517,animals,30,9
17518,animals,5,5
17519,animals,45,7
17520,animals,30,4
17521,animals,72,8
17522,animals,70,6
17523,animals,10,12
17524,animals,70,8
17525,animals,45,5
17526,animals,12,9
17527,animals,10,6
17528,animals,12,3
17529,animals,5,1
17530,animals,70,6
17531,science,75,11
17532,science,0,7
17533,science,10,1
17534,science,50,11
17535,science,12,10
17536,science,20,11
17537,science,10,5
17538,science,72,1
17539,science,65,8
17540,science,50,5
17541,science,5,7
17542,science,5,10
17543,science,60,11
17544,science,60,8
17545,science,75,7
17546,science,30,9
17547,science,15,7
17548,science,45,10
17549,science,72,11
17550,science,65,9
17551,science,45,7
17552,science,35,5
17553,science,20,2
17554,science,70,8
17555,science,20,8
17556,science,10,3
17557,science,10,3
17558,science,65,11
17559,science,15,7
17560,science,5,2
17561,science,45,10
17562,science,65,11
17563,science,45,4
17564,science,50,5
17565,science,50,11
17566,public speaking,20,11
17567,public speaking,45,9
17568,public speaking,45,3
17569,public speaking,10,6
17570,public speaking,15,3
17571,public speaking,65,11
17572,public speaking,12,5
17573,public speaking,0,9
17574,public speaking,30,7
17575,public speaking,10,10
17576,public speaking,15,5
17577,public speaking,0,8
17578,public speaking,5,4
17579,public speaking,70,3
17580,public speaking,30,5
17581,public speaking,50,11
17582,public speaking,75,8
17583,public speaking,72,9
17584,public speaking,35,5
17585,public speaking,10,12
17586,public speaking,0,2
17587,public speaking,15,1
17588,public speaking,75,10
17589,public speaking,75,5
17590,public speaking,12,8
17591,public speaking,15,11
17592,public speaking,60,2
17593,public speaking,70,3
17594,public speaking,20,4
17595,public speaking,70,10
17596,public speaking,65,8
17597,public speaking,65,10
17598,public speaking,45,3
17599,public speaking,70,11
17600,public speaking,45,9
17601,public speaking,35,6
17602,education,20,11
17603,education,35,4
17604,education,60,2
17605,education,75,9
17606,education,50,2
17607,education,35,8
17608,education,65,6
17609,education,0,12
17610,education,35,6
17611,education,0,4
17612,education,35,5
17613,education,45,12
17614,education,70,2
17615,education,70,11
17616,education,20,3
17617,education,60,3
17618,education,70,3
17619,education,65,8
17620,education,50,7
17621,education,5,9
17622,education,65,9
17623,education,75,4
17624,education,15,10
17625,education,12,7
17626,education,10,6
17627,education,20,11
17628,education,45,8
17629,education,12,3
17630,education,60,9
17631,education,5,4
17632,education,5,11
17633,education,65,3
17634,education,20,3
17635,education,65,3
17636,education,5,1
17637,soccer,20,11
17638,soccer,60,8
17639,soccer,45,12
17640,soccer,72,2
17641,soccer,65,3
17642,soccer,65,11
17643,soccer,70,2
17644,soccer,10,9
17645,soccer,65,7
17646,soccer,30,7
17647,soccer,12,8
17648,soccer,0,11
17649,soccer,50,6
17650,soccer,70,3
17651,soccer,45,2
17652,soccer,35,11
17653,soccer,20,3
17654,soccer,60,11
17655,soccer,10,2
17656,soccer,70,6
17657,soccer,5,10
17658,soccer,70,10
17659,soccer,60,3
17660,soccer,10,7
17661,soccer,70,12
17662,soccer,12,3
17663,soccer,5,6
17664,soccer,0,10
17665,soccer,15,8
17666,cooking,72,12
17667,cooking,12,11
17668,cooking,20,12
17669,cooking,50,11
17670,cooking,70,12
17671,public speaking,70,11
17672,public speaking,65,10
17673,public speaking,65,8
17674,cooking,15,7
17675,cooking,70,7
17676,cooking,15,6
17677,cooking,65,1
17678,cooking,10,6
17679,cooking,70,7
17680,cooking,15,12
17681,cooking,65,3
17682,cooking,10,6
17683,cooking,75,9
17684,cooking,45,5
17685,cooking,75,4
17686,cooking,10,6
17687,cooking,72,8
17688,cooking,60,2
17689,cooking,60,4
17690,cooking,10,4
17691,cooking,5,5
17692,cooking,70,7
17693,cooking,70,3
17694,cooking,72,6
17695,cooking,72,10
17696,cooking,20,5
17697,cooking,12,9
17698,cooking,30,4
17699,cooking,20,3
17700,cooking,12,1
17701,cooking,70,2
17702,cooking,15,2
17703,cooking,30,6
17704,cooking,35,10
17705,cooking,75,5
17706,cooking,0,6
17707,cooking,15,2
17708,cooking,30,10
17709,cooking,70,12
17710,cooking,0,1
17711,travel,30,1
17712,travel,65,10
17713,travel,0,5
17714,travel,35,3
17715,travel,45,12
17716,travel,50,7
17717,travel,30,11
17718,travel,0,7
17719,travel,30,12
17720,travel,70,9
17721,travel,30,2
17722,travel,5,9
17723,travel,72,9
17724,travel,70,12
17725,travel,0,12
17726,culture,70,6
17727,culture,35,11
17728,culture,10,1
17729,culture,20,8
17730,culture,50,9
17731,culture,15,6
17732,culture,20,1
17733,culture,45,4
17734,culture,12,3
17735,culture,0,9
17736,culture,65,3
17737,culture,72,9
17738,culture,70,6
17739,culture,65,7
17740,culture,10,12
17741,culture,60,4
17742,culture,35,1
17743,culture,75,9
17744,culture,12,12
17745,culture,12,3
17746,culture,35,10
17747,travel,12,2
17748,travel,12,11
17749,travel,60,12
17750,travel,45,7
17751,travel,75,11
17752,travel,10,6
17753,travel,50,1
17754,travel,72,2
17755,travel,5,3
17756,fitness,72,8
17757,fitness,72,11
17758,fitness,0,5
17759,fitness,65,9
17760,fitness,50,5
17761,fitness,5,10
17762,fitness,65,5
17763,fitness,35,10
17764,fitness,70,9
17765,fitness,5,9
17766,fitness,0,6
17767,fitness,45,6
17768,fitness,70,1
17769,fitness,72,6
17770,fitness,75,1
17771,fitness,60,5
17772,fitness,5,8
17773,fitness,20,10
17774,fitness,15,6
17775,fitness,65,5
17776,fitness,72,10
17777,fitness,70,4
17778,fitness,65,4
17779,fitness,0,11
17780,fitness,45,6
17781,fitness,65,6
17782,fitness,50,11
17783,fitness,72,11
17784,fitness,60,2
17785,fitness,65,6
17786,fitness,65,11
17787,fitness,20,3
17788,fitness,72,7
17789,fitness,65,12
17790,fitness,60,4
17791,fitness,35,11
17792,fitness,75,4
17793,fitness,50,7
17794,culture,15,5
17795,culture,72,5
17796,culture,65,4
17797,culture,70,8
17798,culture,12,7
17799,culture,10,3
17800,culture,10,1
17801,culture,45,12
17802,culture,0,6
17803,culture,75,5
17804,culture,70,12
17805,culture,45,10
17806,culture,30,12
17807,culture,70,3
17808,culture,60,9
17809,culture,35,1
17810,culture,35,5
17811,culture,20,5
17812,culture,75,2
17813,culture,0,5
17814,culture,10,6
17815,culture,10,1
17816,culture,5,7
17817,culture,50,12
17818,culture,50,5
17819,culture,35,10
17820,culture,50,11
17821,culture,50,2
17822,culture,70,4
17823,culture,10,12
17824,culture,12,9
17825,culture,75,1
17826,culture,5,7
17827,culture,20,8
17828,technology,45,9
17829,technology,75,12
17830,technology,50,3
17831,technology,30,7
17832,technology,72,4
17833,technology,60,6
17834,technology,60,11
17835,technology,20,1
17836,technology,15,1
17837,technology,70,7
17838,technology,15,1
17839,technology,5,9
17840,technology,72,10
17841,technology,70,2
17842,technology,70,1
17843,technology,12,10
17844,technology,10,9
17845,technology,35,7
17846,technology,30,5
17847,technology,70,11
17848,technology,35,1
17849,technology,50,6
17850,technology,72,7
17851,technology,50,3
17852,technology,12,1
17853,technology,72,7
17854,technology,72,3
17855,technology,5,9
17856,technology,70,6
17857,technology,5,11
17858,technology,35,7
17859,technology,5,9
17860,cooking,65,1
17861,cooking,0,11
17862,cooking,15,11
17863,cooking,30,7
17864,cooking,10,2
17865,cooking,65,5
17866,cooking,15,9
17867,cooking,30,3
17868,cooking,15,10
17869,cooking,20,12
17870,cooking,60,5
17871,cooking,75,12
17872,cooking,30,10
17873,cooking,65,5
17874,cooking,15,10
17875,cooking,50,8
17876,cooking,75,9
17877,cooking,75,8
17878,cooking,50,6
17879,cooking,75,3
17880,cooking,35,3
17881,cooking,15,6
17882,cooking,60,11
17883,cooking,45,8
17884,cooking,30,4
17885,cooking,70,8
17886,cooking,30,8
17887,cooking,10,8
17888,cooking,10,3
17889,cooking,65,5
17890,cooking,12,6
17891,cooking,12,7
17892,cooking,75,6
17893,cooking,72,8
17894,cooking,50,7
17895,cooking,50,9
17896,cooking,12,12
17897,cooking,75,6
17898,cooking,20,8
17899,cooking,35,5
17900,cooking,35,1
17901,cooking,20,7
17902,cooking,75,4
17903,cooking,35,5
17904,cooking,70,2
17905,cooking,12,12
17906,cooking,10,6
17907,animals,15,3
17908,animals,70,5
17909,animals,72,4
17910,animals,72,10
17911,animals,65,5
17912,animals,15,9
17913,animals,45,1
17914,animals,12,4
17915,animals,5,3
17916,animals,12,6
17917,animals,12,3
17918,animals,5,12
17919,animals,75,5
17920,animals,72,9
17921,animals,5,12
17922,animals,0,11
17923,animals,20,1
17924,animals,35,11
17925,animals,65,4
17926,animals,15,7
17927,education,15,9
17928,education,35,8
17929,education,72,1
17930,education,20,7
17931,education,45,7
17932,education,35,3
17933,education,20,10
17934,education,35,12
17935,education,75,1
17936,education,30,7
17937,education,15,3
17938,education,65,4
17939,education,12,11
17940,education,30,10
17941,education,0,12
17942,education,70,8
17943,education,30,11
17944,education,35,7
17945,education,70,7
17946,education,70,9
17947,education,65,2
17948,education,5,9
17949,education,50,11
17950,education,5,8
17951,education,70,12
17952,technology,20,5
17953,technology,72,11
17954,technology,70,4
17955,technology,12,8
17956,technology,70,5
17957,technology,15,7
17958,technology,30,2
17959,technology,70,8
17960,technology,75,5
17961,technology,45,5
17962,technology,20,6
17963,technology,10,9
17964,technology,72,8
17965,technology,70,1
17966,technology,20,10
17967,technology,15,2
17968,technology,60,5
17969,technology,10,8
17970,technology,65,11
17971,technology,30,2
17972,technology,35,4
17973,technology,12,6
17974,technology,75,11
17975,technology,50,11
17976,technology,70,4
17977,healthy eating,75,8
17978,healthy eating,12,1
17979,travel,15,11
17980,travel,65,4
17981,travel,0,2
17982,travel,70,2
17983,travel,35,2
17984,travel,15,9
17985,travel,0,11
17986,travel,20,2
17987,travel,50,7
17988,travel,10,8
17989,travel,5,5
17990,travel,65,4
17991,travel,5,8
17992,science,35,10
17993,science,15,3
17994,science,65,6
17995,science,30,6
17996,science,10,3
17997,science,60,9
17998,science,0,3
17999,science,72,3
18000,science,50,3
18001,science,75,9
18002,science,65,10
18003,science,35,5
18004,science,65,12
18005,science,45,2
18006,science,35,5
18007,science,5,2
18008,science,20,8
18009,science,0,9
18010,science,70,12
18011,science,12,12
18012,science,65,12
18013,science,60,10
18014,science,30,7
18015,science,70,6
18016,science,45,6
18017,science,12,4
18018,science,65,11
18019,science,72,8
18020,science,30,5
18021,science,50,11
18022,science,45,9
18023,science,65,5
18024,science,30,3
18025,science,30,7
18026,tennis,15,1
18027,tennis,45,4
18028,tennis,60,3
18029,tennis,72,2
18030,tennis,45,8
18031,tennis,35,7
18032,tennis,5,9
18033,tennis,12,7
18034,tennis,15,8
18035,tennis,35,12
18036,tennis,65,7
18037,tennis,45,12
18038,tennis,0,10
18039,tennis,0,9
18040,tennis,75,8
18041,tennis,72,6
18042,tennis,50,1
18043,tennis,0,1
18044,tennis,0,8
18045,tennis,10,5
18046,tennis,10,8
18047,education,5,10
18048,education,70,7
18049,education,75,1
18050,education,0,4
18051,education,10,3
18052,education,0,12
18053,education,60,4
18054,education,70,5
18055,education,50,9
18056,education,75,10
18057,education,70,7
18058,education,70,12
18059,education,70,1
18060,education,60,5
18061,education,35,2
18062,education,12,12
18063,education,20,9
18064,education,12,6
18065,education,60,6
18066,education,5,3
18067,education,70,10
18068,education,75,9
18069,education,30,9
18070,education,50,4
18071,education,35,8
18072,education,50,12
18073,education,10,5
18074,education,70,10
18075,education,70,1
18076,education,5,5
18077,education,0,5
18078,education,50,11
18079,healthy eating,20,6
18080,healthy eating,45,7
18081,healthy eating,45,6
18082,healthy eating,60,3
18083,healthy eating,30,11
18084,healthy eating,72,11
18085,healthy eating,45,2
18086,healthy eating,20,11
18087,healthy eating,60,7
18088,healthy eating,45,9
18089,healthy eating,5,11
18090,healthy eating,20,3
18091,healthy eating,15,12
18092,healthy eating,12,8
18093,healthy eating,72,4
18094,healthy eating,12,7
18095,healthy eating,70,7
18096,healthy eating,10,3
18097,healthy eating,45,12
18098,healthy eating,75,5
18099,education,70,2
18100,education,50,1
18101,education,70,4
18102,education,35,12
18103,education,65,1
18104,education,60,2
18105,education,12,7
18106,education,30,12
18107,education,75,9
18108,education,75,12
18109,education,65,8
18110,education,70,11
18111,education,72,1
18112,education,15,8
18113,education,72,8
18114,education,60,8
18115,education,15,11
18116,education,50,5
18117,education,15,5
18118,education,20,12
18119,education,70,10
18120,education,72,7
18121,education,30,4
18122,education,65,10
18123,education,30,11
18124,education,72,11
18125,education,75,1
18126,education,65,8
18127,education,60,5
18128,education,5,7
18129,education,65,4
18130,education,75,8
18131,education,5,7
18132,education,45,8
18133,technology,75,5
18134,technology,5,2
18135,technology,30,10
18136,technology,5,4
18137,technology,65,6
18138,technology,75,9
18139,technology,70,11
18140,technology,50,3
18141,technology,20,3
18142,technology,72,4
18143,technology,65,2
18144,technology,20,11
18145,technology,72,5
18146,technology,45,4
18147,technology,12,6
18148,technology,70,3
18149,technology,10,5
18150,technology,50,3
18151,technology,72,11
18152,technology,72,8
18153,technology,60,11
18154,technology,70,1
18155,technology,65,6
18156,technology,10,5
18157,technology,12,2
18158,technology,65,2
18159,technology,30,7
18160,technology,72,6
18161,technology,60,11
18162,technology,50,9
18163,technology,70,3
18164,technology,10,12
18165,technology,30,3
18166,technology,0,8
18167,technology,50,4
18168,technology,5,10
18169,technology,35,10
18170,technology,10,10
18171,technology,35,3
18172,technology,20,6
18173,technology,45,1
18174,technology,65,11
18175,education,70,12
18176,education,70,3
18177,education,70,7
18178,education,70,8
18179,education,35,11
18180,education,75,1
18181,education,15,8
18182,education,65,3
18183,education,30,8
18184,education,0,8
18185,education,0,11
18186,education,75,6
18187,education,35,3
18188,education,50,5
18189,education,10,6
18190,education,50,10
18191,education,50,1
18192,education,75,5
18193,education,10,7
18194,education,65,10
18195,education,50,9
18196,education,10,1
18197,education,72,6
18198,education,60,1
18199,education,15,4
18200,education,5,1
18201,education,75,2
18202,education,5,5
18203,education,45,10
18204,education,45,9
18205,education,75,6
18206,travel,20,12
18207,travel,50,7
18208,travel,45,12
18209,travel,30,5
18210,travel,10,1
18211,travel,20,4
18212,travel,10,7
18213,travel,12,11
18214,travel,0,3
18215,travel,20,6
18216,travel,35,4
18217,travel,12,1
18218,travel,45,2
18219,travel,15,3
18220,travel,5,2
18221,travel,72,11
18222,soccer,65,1
18223,soccer,15,10
18224,soccer,10,2
18225,soccer,15,4
18226,soccer,72,7
18227,soccer,15,11
18228,soccer,70,10
18229,dogs,72,10
18230,dogs,10,1
18231,dogs,0,8
18232,dogs,60,1
18233,dogs,65,6
18234,dogs,20,10
18235,dogs,60,1
18236,dogs,70,9
18237,dogs,60,4
18238,dogs,20,10
18239,dogs,60,4
18240,dogs,20,7
18241,dogs,20,9
18242,dogs,50,12
18243,dogs,60,4
18244,dogs,65,7
18245,dogs,60,12
18246,dogs,70,7
18247,dogs,45,10
18248,dogs,12,6
18249,dogs,30,5
18250,dogs,30,5
18251,dogs,5,11
18252,dogs,10,12
18253,dogs,0,8
18254,dogs,50,3
18255,dogs,72,2
18256,dogs,12,8
18257,dogs,30,11
18258,dogs,75,8
18259,dogs,45,1
18260,cooking,65,5
18261,cooking,35,12
18262,cooking,70,2
18263,cooking,75,3
18264,cooking,75,8
18265,cooking,45,1
18266,cooking,50,4
18267,cooking,70,7
18268,cooking,65,5
18269,cooking,12,9
18270,cooking,70,5
18271,cooking,5,6
18272,cooking,12,4
18273,cooking,72,5
18274,cooking,60,9
18275,cooking,0,3
18276,cooking,60,12
18277,cooking,75,4
18278,cooking,30,5
18279,cooking,45,6
18280,travel,15,4
18281,travel,65,9
18282,travel,70,11
18283,travel,5,9
18284,travel,12,1
18285,travel,70,3
18286,travel,20,11
18287,travel,75,2
18288,travel,10,6
18289,travel,72,9
18290,travel,10,5
18291,travel,70,12
18292,travel,72,9
18293,travel,10,7
18294,travel,60,10
18295,travel,75,1
18296,travel,50,1
18297,travel,5,11
18298,travel,5,9
18299,travel,72,7
18300,travel,15,1
18301,travel,45,8
18302,travel,20,7
18303,travel,0,5
18304,travel,12,2
18305,travel,65,7
18306,travel,60,2
18307,travel,12,4
18308,travel,30,12
18309,travel,5,9
18310,travel,15,12
18311,travel,35,2
18312,travel,60,8
18313,science,75,4
18314,science,5,7
18315,soccer,50,10
18316,soccer,72,11
18317,soccer,50,7
18318,soccer,10,8
18319,soccer,50,1
18320,soccer,15,3
18321,soccer,70,3
18322,soccer,15,12
18323,soccer,10,8
18324,soccer,5,12
18325,soccer,75,2
18326,soccer,35,3
18327,soccer,12,11
18328,soccer,70,5
18329,soccer,72,3
18330,soccer,72,5
18331,soccer,70,9
18332,soccer,75,3
18333,soccer,65,9
18334,soccer,15,5
18335,soccer,35,8
18336,soccer,30,1
18337,soccer,60,7
18338,soccer,35,3
18339,soccer,20,2
18340,soccer,50,12
18341,soccer,70,7
18342,soccer,60,1
18343,soccer,30,2
18344,soccer,70,8
18345,soccer,72,8
18346,soccer,60,8
18347,soccer,50,10
18348,soccer,20,6
18349,soccer,70,12
18350,soccer,12,2
18351,soccer,30,11
18352,soccer,0,7
18353,soccer,15,1
18354,soccer,65,6
18355,soccer,70,2
18356,soccer,75,2
18357,soccer,65,2
18358,soccer,20,12
18359,soccer,20,8
18360,soccer,20,7
18361,soccer,20,6
18362,soccer,0,8
18363,science,72,12
18364,science,50,1
18365,science,70,1
18366,science,20,2
18367,science,70,7
18368,science,5,8
18369,studying,30,1
18370,studying,70,11
18371,studying,20,12
18372,studying,10,8
18373,studying,70,11
18374,studying,20,10
18375,studying,12,4
18376,studying,5,1
18377,studying,60,2
18378,studying,5,9
18379,studying,75,9
18380,studying,60,2
18381,studying,35,10
18382,cooking,10,1
18383,cooking,30,8
18384,cooking,30,7
18385,cooking,5,6
18386,cooking,30,2
18387,cooking,0,6
18388,cooking,5,10
18389,cooking,15,4
18390,cooking,45,11
18391,cooking,60,5
18392,cooking,65,1
18393,cooking,15,6
18394,cooking,20,2
18395,cooking,12,10
18396,cooking,30,1
18397,cooking,50,5
18398,cooking,45,1
18399,cooking,12,3
18400,cooking,75,7
18401,cooking,70,6
18402,cooking,5,10
18403,cooking,15,12
18404,cooking,60,5
18405,cooking,70,3
18406,food,60,9
18407,food,50,2
18408,food,72,4
18409,food,70,3
18410,food,15,5
18411,food,35,4
18412,food,30,5
18413,food,15,11
18414,food,0,7
18415,food,50,11
18416,food,72,5
18417,food,20,11
18418,food,65,8
18419,food,35,3
18420,food,15,6
18421,food,50,2
18422,food,35,3
18423,food,12,10
18424,food,45,9
18425,food,72,7
18426,food,5,10
18427,food,65,11
18428,food,70,3
18429,food,10,12
18430,food,70,2
18431,fitness,72,2
18432,fitness,0,4
18433,fitness,0,6
18434,fitness,75,7
18435,fitness,50,12
18436,fitness,5,10
18437,fitness,5,12
18438,fitness,30,12
18439,fitness,65,11
18440,fitness,50,1
18441,fitness,72,8
18442,fitness,35,12
18443,fitness,70,10
18444,fitness,10,4
18445,fitness,75,12
18446,fitness,35,2
18447,fitness,50,6
18448,fitness,5,9
18449,fitness,0,11
18450,fitness,50,8
18451,fitness,75,2
18452,fitness,70,3
18453,fitness,70,8
18454,fitness,45,5
18455,fitness,45,11
18456,fitness,60,1
18457,fitness,12,4
18458,fitness,12,11
18459,fitness,20,3
18460,fitness,75,12
18461,fitness,10,3
18462,fitness,75,5
18463,fitness,0,1
18464,fitness,35,8
18465,fitness,12,3
18466,fitness,35,4
18467,fitness,50,10
18468,fitness,5,7
18469,fitness,70,1
18470,fitness,65,5
18471,fitness,0,6
18472,fitness,70,6
18473,fitness,50,4
18474,fitness,72,3
18475,fitness,20,5
18476,fitness,70,7
18477,fitness,60,9
18478,fitness,75,10
18479,travel,5,8
18480,travel,10,8
18481,travel,10,6
18482,travel,15,11
18483,travel,12,6
18484,travel,15,4
18485,travel,65,9
18486,travel,15,10
18487,travel,75,4
18488,travel,60,8
18489,travel,12,11
18490,travel,12,4
18491,travel,20,8
18492,travel,75,9
18493,travel,50,10
18494,veganism,70,4
18495,veganism,15,1
18496,veganism,60,12
18497,veganism,50,2
18498,veganism,45,11
18499,veganism,5,6
18500,veganism,0,1
18501,veganism,30,2
18502,veganism,15,10
18503,veganism,12,4
18504,veganism,45,8
18505,veganism,20,2
18506,veganism,0,7
18507,veganism,50,6
18508,veganism,60,12
18509,veganism,0,7
18510,veganism,35,1
18511,veganism,50,9
18512,veganism,15,2
18513,veganism,5,7
18514,veganism,45,11
18515,veganism,15,3
18516,veganism,12,7
18517,veganism,35,8
18518,veganism,70,10
18519,public speaking,45,6
18520,public speaking,12,12
18521,public speaking,0,3
18522,public speaking,12,1
18523,public speaking,15,6
18524,public speaking,10,10
18525,public speaking,65,7
18526,public speaking,35,12
18527,public speaking,50,1
18528,public speaking,35,1
18529,public speaking,30,5
18530,public speaking,0,3
18531,public speaking,70,3
18532,public speaking,70,12
18533,tennis,60,1
18534,tennis,65,11
18535,tennis,35,1
18536,tennis,12,7
18537,tennis,75,2
18538,tennis,12,8
18539,education,60,6
18540,education,20,9
18541,education,45,8
18542,education,70,4
18543,education,75,1
18544,education,75,5
18545,education,50,4
18546,education,50,12
18547,education,5,4
18548,education,70,1
18549,education,50,9
18550,cooking,70,10
18551,cooking,60,3
18552,cooking,72,3
18553,cooking,5,3
18554,cooking,0,12
18555,cooking,15,3
18556,cooking,0,10
18557,cooking,30,6
18558,cooking,20,4
18559,cooking,15,10
18560,cooking,5,11
18561,cooking,0,12
18562,cooking,12,5
18563,cooking,5,10
18564,cooking,20,10
18565,cooking,10,5
18566,cooking,70,10
18567,cooking,12,2
18568,cooking,15,9
18569,cooking,15,3
18570,cooking,65,5
18571,cooking,0,3
18572,cooking,60,11
18573,cooking,60,12
18574,cooking,30,10
18575,cooking,30,7
18576,cooking,12,7
18577,veganism,12,10
18578,veganism,12,10
18579,veganism,0,12
18580,veganism,75,12
18581,veganism,70,10
18582,veganism,20,4
18583,veganism,60,6
18584,veganism,20,5
18585,veganism,70,12
18586,veganism,45,4
18587,veganism,72,10
18588,veganism,12,11
18589,veganism,60,8
18590,veganism,72,5
18591,veganism,70,10
18592,veganism,72,2
18593,veganism,70,12
18594,veganism,30,10
18595,veganism,5,1
18596,veganism,30,11
18597,veganism,70,10
18598,veganism,45,3
18599,veganism,72,1
18600,veganism,12,10
18601,veganism,60,11
18602,veganism,65,8
18603,veganism,30,8
18604,veganism,35,1
18605,veganism,60,7
18606,veganism,30,10
18607,fitness,70,10
18608,fitness,70,10
18609,fitness,0,9
18610,fitness,45,5
18611,fitness,10,5
18612,fitness,45,11
18613,fitness,20,5
18614,fitness,60,10
18615,soccer,45,9
18616,soccer,12,7
18617,soccer,20,9
18618,soccer,60,9
18619,soccer,72,7
18620,soccer,75,11
18621,science,65,12
18622,science,5,2
18623,science,72,3
18624,science,75,4
18625,science,15,7
18626,science,10,6
18627,science,12,11
18628,science,72,9
18629,science,20,2
18630,science,35,4
18631,science,0,3
18632,science,30,7
18633,science,70,7
18634,science,70,6
18635,science,20,6
18636,science,10,9
18637,science,20,5
18638,science,45,5
18639,soccer,35,10
18640,soccer,20,6
18641,soccer,70,10
18642,soccer,30,4
18643,soccer,72,7
18644,soccer,5,3
18645,soccer,0,5
18646,soccer,5,12
18647,soccer,75,1
18648,soccer,10,7
18649,soccer,70,10
18650,soccer,12,10
18651,soccer,65,11
18652,soccer,75,7
18653,soccer,35,7
18654,tennis,5,5
18655,tennis,30,12
18656,tennis,70,3
18657,tennis,72,3
18658,tennis,45,11
18659,tennis,70,11
18660,tennis,0,6
18661,tennis,72,5
18662,tennis,5,1
18663,tennis,70,2
18664,tennis,30,6
18665,tennis,70,12
18666,tennis,70,6
18667,tennis,15,5
18668,tennis,10,11
18669,tennis,35,6
18670,tennis,15,9
18671,tennis,75,7
18672,tennis,70,7
18673,tennis,60,8
18674,tennis,45,11
18675,tennis,10,8
18676,tennis,0,6
18677,tennis,70,8
18678,tennis,30,2
18679,tennis,75,8
18680,tennis,75,8
18681,tennis,70,5
18682,tennis,45,12
18683,tennis,30,9
18684,tennis,50,4
18685,tennis,50,3
18686,tennis,15,10
18687,tennis,35,7
18688,tennis,65,3
18689,tennis,15,1
18690,tennis,70,6
18691,tennis,70,12
18692,tennis,70,3
18693,tennis,15,12
18694,tennis,10,7
18695,tennis,12,9
18696,travel,70,12
18697,travel,65,11
18698,travel,45,3
18699,travel,30,4
18700,travel,0,12
18701,veganism,30,12
